user_id,session_id,event_name,event_timestamp,acquisition_channel,signup_month,device_type,country,trial_status,plan_type
U0008,S503457,Onboarding,2025-09-29 13:00:00,Organic,2025-09,Mobile,India,Expired,Free
U0009,S103402,Landing,2025-05-19 01:00:00,Referral,2025-05,Desktop,USA,Active,Free
U0010,S755674,Landing,2025-09-19 21:00:00,Organic,2025-09,Tablet,Pakistan,Expired,Free
U0010,S755674,Sign-up,2025-09-19 14:00:00,Organic,2025-09,Desktop,Pakistan,Expired,Free
U0010,S755674,Onboarding,2025-09-21 16:00:00,Organic,2025-09,Mobile,India,Active,Free
U0011,S352572,Landing,2025-02-17 08:00:00,Referral,2025-02,Desktop,USA,Active,Free
U0012,S234628,Landing,2025-03-28 06:00:00,Paid,2025-03,Desktop,USA,Active,Free
U0012,S234628,Sign-up,2025-03-29 19:00:00,Paid,2025-03,Mobile,UK,Expired,Free
U0013,S559381,Landing,2025-03-06 03:00:00,Referral,2025-03,Desktop,Pakistan,Active,Free
U0013,S559381,Sign-up,2025-03-06 18:00:00,Referral,2025-03,Tablet,Pakistan,Active,Free
U0013,S559381,Onboarding,2025-03-03 08:00:00,Referral,2025-03,Desktop,UAE,Active,Free
U0013,S559381,First Feature Use,2025-03-05 17:00:00,Referral,2025-03,Desktop,UAE,Expired,Free
U0014,S324643,Landing,2025-10-20 12:00:00,Paid,2025-10,Desktop,UK,Expired,Free
U0014,S324643,Sign-up,2025-10-22 06:00:00,Paid,2025-10,Mobile,UK,Active,Free
U0014,S324643,Onboarding,2025-10-23 14:00:00,Paid,2025-10,Tablet,Pakistan,Active,Free
U0014,S324643,First Feature Use,2025-10-22 03:00:00,Paid,2025-10,Tablet,UAE,Active,Free
U0015,S360735,Landing,2025-08-18 09:00:00,Organic,2025-08,Mobile,USA,Active,Free
U0015,S360735,Sign-up,2025-08-18 06:00:00,Organic,2025-08,Tablet,USA,Active,Free
U0015,S360735,Onboarding,2025-08-18 11:00:00,Organic,2025-08,Desktop,India,Expired,Free
U0015,S360735,First Feature Use,2025-08-20 14:00:00,Organic,2025-08,Mobile,India,Expired,Free
U0016,S161483,Landing,2025-07-21 10:00:00,Organic,2025-07,Mobile,UK,Expired,Free
U0016,S161483,Sign-up,2025-07-19 19:00:00,Organic,2025-07,Desktop,UAE,Active,Free
U0017,S161324,Landing,2025-02-01 07:00:00,Paid,2025-02,Desktop,USA,Expired,Free
U0018,S627276,Landing,2025-03-22 08:00:00,Referral,2025-03,Tablet,Pakistan,Active,Free
U0018,S627276,Sign-up,2025-03-24 03:00:00,Referral,2025-03,Desktop,USA,Active,Free
U0018,S627276,Onboarding,2025-03-25 02:00:00,Referral,2025-03,Tablet,Pakistan,Active,Free
U0019,S539589,Landing,2025-09-26 09:00:00,Paid,2025-09,Mobile,India,Expired,Free
U0019,S539589,Sign-up,2025-09-27 10:00:00,Paid,2025-09,Mobile,Pakistan,Active,Free
U0019,S539589,Onboarding,2025-09-27 10:00:00,Paid,2025-09,Tablet,USA,Active,Free
U0019,S539589,First Feature Use,2025-09-25 09:00:00,Paid,2025-09,Tablet,India,Expired,Free
U0019,S539589,Upgrade,2025-09-25 16:00:00,Paid,2025-09,Mobile,Pakistan,Active,Premium
U0020,S398830,Landing,2025-12-31 07:00:00,Organic,2025-12,Tablet,USA,Active,Free
U0020,S398830,Sign-up,2025-12-30 13:00:00,Organic,2025-12,Tablet,UAE,Active,Free
U0021,S240814,Landing,2025-10-14 15:00:00,Organic,2025-10,Tablet,UAE,Expired,Free
U0021,S240814,Sign-up,2025-10-12 08:00:00,Organic,2025-10,Desktop,Pakistan,Expired,Free
U0021,S240814,Onboarding,2025-10-15 10:00:00,Organic,2025-10,Mobile,Pakistan,Active,Free
U0021,S240814,First Feature Use,2025-10-12 18:00:00,Organic,2025-10,Desktop,UAE,Active,Free
U0021,S240814,Upgrade,2025-10-14 22:00:00,Organic,2025-10,Mobile,USA,Expired,Free
U0022,S217308,Landing,2025-03-21 02:00:00,Organic,2025-03,Tablet,India,Expired,Free
U0022,S217308,Sign-up,2025-03-18 16:00:00,Organic,2025-03,Desktop,UAE,Expired,Free
U0023,S934794,Landing,2025-07-07 17:00:00,Referral,2025-07,Mobile,USA,Active,Free
U0023,S934794,Sign-up,2025-07-07 22:00:00,Referral,2025-07,Desktop,India,Active,Free
U0023,S934794,Onboarding,2025-07-07 16:00:00,Referral,2025-07,Mobile,Pakistan,Active,Free
U0023,S934794,First Feature Use,2025-07-06 22:00:00,Referral,2025-07,Mobile,UK,Active,Free
U0024,S379766,Landing,2025-03-01 21:00:00,Organic,2025-02,Mobile,UAE,Expired,Free
U0024,S379766,Sign-up,2025-03-01 09:00:00,Organic,2025-02,Desktop,India,Active,Free
U0024,S379766,Onboarding,2025-02-28 12:00:00,Organic,2025-02,Desktop,UK,Expired,Free
U0024,S379766,First Feature Use,2025-02-26 11:00:00,Organic,2025-02,Desktop,UAE,Expired,Free
U0024,S379766,Upgrade,2025-02-28 10:00:00,Organic,2025-02,Tablet,UK,Expired,Free
U0025,S220944,Landing,2025-04-02 04:00:00,Referral,2025-04,Desktop,USA,Expired,Free
U0025,S220944,Sign-up,2025-04-03 20:00:00,Referral,2025-04,Tablet,UAE,Expired,Free
U0026,S735656,Landing,2025-07-18 00:00:00,Referral,2025-07,Mobile,Pakistan,Expired,Free
U0027,S101773,Landing,2025-12-18 08:00:00,Paid,2025-12,Tablet,UAE,Expired,Free
U0027,S101773,Sign-up,2025-12-21 12:00:00,Paid,2025-12,Desktop,UAE,Expired,Free
U0027,S101773,Onboarding,2025-12-21 13:00:00,Paid,2025-12,Mobile,UAE,Expired,Free
U0027,S101773,First Feature Use,2025-12-21 17:00:00,Paid,2025-12,Mobile,USA,Active,Free
U0028,S301158,Landing,2025-12-13 22:00:00,Organic,2025-12,Tablet,USA,Expired,Free
U0029,S525800,Landing,2025-06-07 11:00:00,Paid,2025-06,Mobile,UK,Active,Free
U0029,S525800,Sign-up,2025-06-07 17:00:00,Paid,2025-06,Mobile,India,Active,Free
U0029,S525800,Onboarding,2025-06-06 12:00:00,Paid,2025-06,Tablet,USA,Expired,Free
U0029,S525800,First Feature Use,2025-06-05 11:00:00,Paid,2025-06,Desktop,UAE,Active,Free
U0030,S945742,Landing,2025-01-24 09:00:00,Organic,2025-01,Mobile,UK,Active,Free
U0030,S945742,Sign-up,2025-01-27 19:00:00,Organic,2025-01,Tablet,UK,Expired,Free
U0030,S945742,Onboarding,2025-01-26 03:00:00,Organic,2025-01,Desktop,India,Active,Free
U0031,S887443,Landing,2025-08-09 17:00:00,Referral,2025-08,Tablet,UK,Active,Free
U0031,S887443,Sign-up,2025-08-08 23:00:00,Referral,2025-08,Desktop,Pakistan,Expired,Free
U0032,S239816,Landing,2025-10-02 04:00:00,Referral,2025-09,Mobile,UK,Expired,Free
U0033,S970914,Landing,2025-03-25 12:00:00,Referral,2025-03,Mobile,UAE,Active,Free
U0034,S980660,Landing,2025-09-07 10:00:00,Paid,2025-09,Mobile,UAE,Active,Free
U0034,S980660,Sign-up,2025-09-06 17:00:00,Paid,2025-09,Desktop,India,Expired,Free
U0034,S980660,Onboarding,2025-09-09 16:00:00,Paid,2025-09,Desktop,India,Active,Free
U0034,S980660,First Feature Use,2025-09-08 05:00:00,Paid,2025-09,Mobile,UAE,Expired,Free
U0034,S980660,Upgrade,2025-09-08 05:00:00,Paid,2025-09,Desktop,India,Expired,Premium
U0035,S907189,Landing,2025-01-15 01:00:00,Paid,2025-01,Tablet,UK,Expired,Free
U0036,S106182,Landing,2025-07-23 10:00:00,Referral,2025-07,Mobile,USA,Active,Free
U0037,S611945,Landing,2025-09-06 21:00:00,Organic,2025-09,Mobile,,Active,Free
U0037,S611945,Sign-up,2025-09-10 20:00:00,Organic,2025-09,Mobile,USA,Active,Free
U0037,S611945,Onboarding,2025-09-06 10:00:00,Organic,2025-09,Tablet,UK,Active,Free
U0037,S611945,First Feature Use,2025-09-10 14:00:00,Organic,2025-09,Mobile,India,Active,Free
U0038,S372793,Landing,2025-08-23 00:00:00,Organic,2025-08,Mobile,UK,Expired,Free
U0038,S372793,Sign-up,2025-08-25 10:00:00,Organic,2025-08,Desktop,UK,Active,Free
U0039,S885408,Landing,2025-04-28 11:00:00,Paid,2025-04,Desktop,Pakistan,Active,Free
U0039,S885408,Sign-up,2025-04-26 01:00:00,Paid,2025-04,Desktop,USA,Active,Free
U0040,S350132,Landing,2025-02-28 21:00:00,Organic,2025-02,Tablet,USA,Active,Free
U0040,S350132,Sign-up,2025-03-04 03:00:00,Organic,2025-02,Desktop,UAE,Active,Free
U0040,S350132,Onboarding,2025-03-03 02:00:00,Organic,2025-02,Desktop,UAE,Expired,Free
U0040,S350132,First Feature Use,2025-03-02 02:00:00,Organic,2025-02,Tablet,India,Active,Free
U0041,S720859,Landing,2025-05-09 12:00:00,Paid,2025-05,Tablet,USA,Active,Free
U0041,S720859,Sign-up,2025-05-09 05:00:00,Paid,2025-05,Tablet,,Expired,Free
U0042,S658623,Landing,2025-02-09 09:00:00,Organic,2025-02,Mobile,Pakistan,Expired,Free
U0042,S658623,Sign-up,2025-02-06 22:00:00,Organic,2025-02,Tablet,UK,Active,Free
U0042,S658623,Onboarding,2025-02-07 07:00:00,Organic,2025-02,Desktop,USA,Expired,Free
U0043,S745830,Landing,2025-09-08 03:00:00,Referral,2025-09,Mobile,UAE,Active,Free
U0043,S745830,Sign-up,2025-09-09 10:00:00,Referral,2025-09,Desktop,UAE,Expired,Free
U0044,S355709,Landing,2025-11-11 14:00:00,Paid,2025-11,Desktop,UAE,Expired,Free
U0044,S355709,Sign-up,2025-11-10 19:00:00,Paid,2025-11,Mobile,USA,Expired,Free
U0044,S355709,Onboarding,2025-11-11 23:00:00,Paid,2025-11,Desktop,USA,Active,Free
U0044,S355709,First Feature Use,2025-11-09 10:00:00,Paid,2025-11,Desktop,UK,Expired,Free
U0044,S355709,Upgrade,2025-11-11 23:00:00,Paid,2025-11,Desktop,UK,Expired,Premium
U0045,S931450,Landing,2025-04-26 22:00:00,Organic,2025-04,Tablet,UAE,Expired,Free
U0045,S931450,Sign-up,2025-04-27 23:00:00,Organic,2025-04,Tablet,UAE,Expired,Free
U0045,S931450,Onboarding,2025-04-27 17:00:00,Organic,2025-04,Mobile,UAE,Expired,Free
U0045,S931450,First Feature Use,2025-04-25 08:00:00,Organic,2025-04,Desktop,Pakistan,Active,Free
U0046,S430876,Landing,2025-12-24 01:00:00,Organic,2025-12,Tablet,USA,Expired,Free
U0046,S430876,Sign-up,2025-12-20 12:00:00,Organic,2025-12,Desktop,UAE,Active,Free
U0046,S430876,Onboarding,2025-12-21 22:00:00,Organic,2025-12,Desktop,UAE,Active,Free
U0046,S430876,First Feature Use,2025-12-23 18:00:00,Organic,2025-12,Tablet,India,Expired,Free
U0047,S147726,Landing,2025-06-01 14:00:00,Referral,2025-05,Desktop,Pakistan,Expired,Free
U0047,S147726,Sign-up,2025-06-01 12:00:00,Referral,2025-05,Mobile,UK,Expired,Free
U0047,S147726,Onboarding,2025-05-30 23:00:00,Referral,2025-05,Desktop,UAE,Expired,Free
U0048,S219629,Landing,2025-09-12 00:00:00,Referral,2025-09,Mobile,Pakistan,Active,Free
U0048,S219629,Sign-up,2025-09-09 15:00:00,Referral,2025-09,Tablet,UK,Active,Free
U0048,S219629,Onboarding,2025-09-13 03:00:00,Referral,2025-09,Tablet,UK,Expired,Free
U0048,S219629,First Feature Use,2025-09-13 20:00:00,Referral,2025-09,Mobile,UAE,Expired,Free
U0048,S219629,Upgrade,2025-09-10 15:00:00,Referral,2025-09,Tablet,USA,Active,Free
U0049,S899787,Landing,2025-05-16 00:00:00,Organic,2025-05,Mobile,UK,Expired,Free
U0049,S899787,Sign-up,2025-05-17 13:00:00,Organic,2025-05,Desktop,India,Expired,Free
U0049,S899787,Onboarding,2025-05-19 18:00:00,Organic,2025-05,Mobile,UK,Active,Free
U0049,S899787,First Feature Use,2025-05-19 15:00:00,Organic,2025-05,Desktop,UAE,Active,Free
U0049,S899787,Upgrade,2025-05-18 06:00:00,Organic,2025-05,Desktop,USA,Active,Free
U0050,S378535,Landing,2025-02-03 00:00:00,Referral,2025-01,Mobile,UK,Active,Free
U0050,S378535,Sign-up,2025-02-02 11:00:00,Referral,2025-01,Tablet,UAE,Expired,Free
U0050,S378535,Onboarding,2025-02-05 00:00:00,Referral,2025-01,Mobile,USA,Expired,Free
U0051,S559023,Landing,2025-08-13 05:00:00,Organic,2025-08,Mobile,Pakistan,Active,Free
U0052,S340044,Landing,2025-11-01 01:00:00,Referral,2025-10,Tablet,UAE,Active,Free
U0053,S900177,Landing,2025-09-23 23:00:00,Paid,2025-09,Tablet,UK,Expired,Free
U0053,S900177,Sign-up,2025-09-23 11:00:00,Paid,2025-09,Mobile,UAE,Expired,Free
U0054,S449499,Landing,2025-03-28 08:00:00,Organic,2025-03,Tablet,Pakistan,Expired,Free
U0054,S449499,Sign-up,2025-03-24 11:00:00,Organic,2025-03,Mobile,,Expired,Free
U0054,S449499,Onboarding,2025-03-24 14:00:00,Organic,2025-03,Mobile,USA,Active,Free
U0054,S449499,First Feature Use,2025-03-27 12:00:00,Organic,2025-03,Tablet,UK,Expired,Free
U0055,S156837,Landing,2025-11-18 08:00:00,Organic,2025-11,Mobile,Pakistan,Active,Free
U0056,S380028,Landing,2025-08-15 14:00:00,Paid,2025-08,Desktop,Pakistan,Active,Free
U0057,S844261,Landing,2025-01-12 20:00:00,Organic,2025-01,Desktop,UK,Active,Free
U0057,S844261,Sign-up,2025-01-11 10:00:00,Organic,2025-01,Desktop,UK,Expired,Free
U0057,S844261,Onboarding,2025-01-10 17:00:00,Organic,2025-01,Tablet,UAE,Expired,Free
U0058,S975271,Landing,2025-05-08 23:00:00,Paid,2025-05,Desktop,Pakistan,Expired,Free
U0058,S975271,Sign-up,2025-05-09 02:00:00,Paid,2025-05,Mobile,UAE,Expired,Free
U0058,S975271,Onboarding,2025-05-09 09:00:00,Paid,2025-05,Desktop,UAE,Expired,Free
U0058,S975271,First Feature Use,2025-05-09 11:00:00,Paid,2025-05,Tablet,USA,Expired,Free
U0059,S255813,Landing,2025-06-28 00:00:00,Organic,2025-06,Mobile,UAE,Active,Free
U0059,S255813,Sign-up,2025-06-29 17:00:00,Organic,2025-06,Desktop,USA,Expired,Free
U0060,S344907,Landing,2025-01-25 00:00:00,Referral,2025-01,Mobile,India,Expired,Free
U0060,S344907,Sign-up,2025-01-23 04:00:00,Referral,2025-01,Desktop,USA,Expired,Free
U0060,S344907,Onboarding,2025-01-27 15:00:00,Referral,2025-01,Desktop,UK,Active,Free
U0061,S651499,Landing,2025-03-16 09:00:00,Referral,2025-03,Mobile,USA,Expired,Free
U0061,S651499,Sign-up,2025-03-18 11:00:00,Referral,2025-03,Desktop,UAE,Expired,Free
U0061,S651499,Onboarding,2025-03-16 16:00:00,Referral,2025-03,Tablet,UK,Active,Free
U0061,S651499,First Feature Use,2025-03-18 07:00:00,Referral,2025-03,Desktop,India,Expired,Free
U0062,S338536,Landing,2025-02-23 18:00:00,Paid,2025-02,Desktop,UK,Active,Free
U0063,S827712,Landing,2025-01-25 07:00:00,Organic,2025-01,Tablet,UK,Active,Free
U0063,S827712,Sign-up,2025-01-24 21:00:00,Organic,2025-01,Desktop,Pakistan,Expired,Free
U0063,S827712,Onboarding,2025-01-27 07:00:00,Organic,2025-01,Tablet,India,Expired,Free
U0063,S827712,First Feature Use,2025-01-28 20:00:00,Organic,2025-01,Tablet,India,Active,Free
U0064,S583550,Landing,2025-05-13 11:00:00,Paid,2025-05,Mobile,USA,Active,Free
U0064,S583550,Sign-up,2025-05-11 09:00:00,Paid,2025-05,Mobile,UAE,Expired,Free
U0065,S769975,Landing,2025-05-13 13:00:00,Referral,2025-05,Mobile,Pakistan,Active,Free
U0065,S769975,Sign-up,2025-05-11 00:00:00,Referral,2025-05,Tablet,UAE,Expired,Free
U0065,S769975,Onboarding,2025-05-12 17:00:00,Referral,2025-05,Mobile,Pakistan,Expired,Free
U0066,S387813,Landing,2025-01-29 23:00:00,Organic,2025-01,Mobile,UAE,Active,Free
U0067,S736553,Landing,2025-11-26 02:00:00,Referral,2025-11,Tablet,India,Active,Free
U0067,S736553,Sign-up,2025-11-26 19:00:00,Referral,2025-11,Tablet,Pakistan,Expired,Free
U0067,S736553,Onboarding,2025-11-26 04:00:00,Referral,2025-11,Mobile,Pakistan,Expired,Free
U0068,S867934,Landing,2025-06-17 22:00:00,Organic,2025-06,Desktop,India,Expired,Free
U0069,S656639,Landing,2025-03-28 13:00:00,Paid,2025-03,Mobile,UAE,Active,Free
U0069,S656639,Sign-up,2025-03-28 11:00:00,Paid,2025-03,Desktop,India,Active,Free
U0070,S809176,Landing,2025-10-13 01:00:00,Paid,2025-10,Mobile,USA,Active,Free
U0070,S809176,Sign-up,2025-10-15 10:00:00,Paid,2025-10,Mobile,UAE,Expired,Free
U0071,S962367,Landing,2025-02-26 17:00:00,Paid,2025-02,Tablet,India,Active,Free
U0071,S962367,Sign-up,2025-02-28 09:00:00,Paid,2025-02,Mobile,UAE,Expired,Free
U0071,S962367,Onboarding,2025-02-25 14:00:00,Paid,2025-02,Desktop,Pakistan,Active,Free
U0071,S962367,First Feature Use,2025-02-26 14:00:00,Paid,2025-02,Mobile,Pakistan,Active,Free
U0072,S346205,Landing,2025-07-20 21:00:00,Referral,2025-07,Mobile,USA,Active,Free
U0072,S346205,Sign-up,2025-07-22 17:00:00,Referral,2025-07,Mobile,Pakistan,Expired,Free
U0072,S346205,Onboarding,2025-07-21 06:00:00,Referral,2025-07,Mobile,UAE,Active,Free
U0073,S823811,Landing,2025-08-20 13:00:00,Organic,2025-08,Mobile,Pakistan,Expired,Free
U0074,S670913,Landing,2025-07-07 12:00:00,Referral,2025-07,Mobile,Pakistan,Active,Free
U0074,S670913,Sign-up,2025-07-06 10:00:00,Referral,2025-07,Tablet,USA,Active,Free
U0074,S670913,Onboarding,2025-07-03 06:00:00,Referral,2025-07,Mobile,India,Active,Free
U0075,S925206,Landing,2025-10-12 18:00:00,Paid,2025-10,Desktop,USA,Active,Free
U0075,S925206,Sign-up,2025-10-12 11:00:00,Paid,2025-10,Desktop,India,Expired,Free
U0075,S925206,Onboarding,2025-10-15 06:00:00,Paid,2025-10,Desktop,Pakistan,Active,Free
U0076,S238205,Landing,2025-10-31 19:00:00,Organic,2025-10,Desktop,Pakistan,Expired,Free
U0076,S238205,Sign-up,2025-10-31 09:00:00,Organic,2025-10,Mobile,USA,Active,Free
U0076,S238205,Onboarding,2025-10-31 09:00:00,Organic,2025-10,Tablet,India,Active,Free
U0076,S238205,First Feature Use,2025-11-01 21:00:00,Organic,2025-10,Tablet,USA,Expired,Free
U0077,S580292,Landing,2025-02-05 12:00:00,Paid,2025-02,Mobile,UK,Active,Free
U0078,S614084,Landing,2025-02-08 17:00:00,Paid,2025-02,Tablet,India,Active,Free
U0079,S232321,Landing,2025-10-29 19:00:00,Organic,2025-10,Mobile,UK,Expired,Free
U0079,S232321,Sign-up,2025-10-27 12:00:00,Organic,2025-10,Tablet,Pakistan,Active,Free
U0079,S232321,Onboarding,2025-10-29 07:00:00,Organic,2025-10,Mobile,India,Expired,Free
U0080,S455395,Landing,2025-08-02 16:00:00,Referral,2025-08,Mobile,UAE,Expired,Free
U0081,S492483,Landing,2025-08-31 11:00:00,Referral,2025-08,Mobile,Pakistan,Expired,Free
U0081,S492483,Sign-up,2025-09-04 07:00:00,Referral,2025-08,Desktop,USA,Active,Free
U0082,S714953,Landing,2025-06-23 00:00:00,Referral,2025-06,Mobile,Pakistan,Expired,Free
U0082,S714953,Sign-up,2025-06-21 04:00:00,Referral,2025-06,Mobile,UAE,Active,Free
U0082,S714953,Onboarding,2025-06-21 01:00:00,Referral,2025-06,Tablet,India,Active,Free
U0083,S788637,Landing,2025-06-30 23:00:00,Paid,2025-06,Desktop,UAE,Active,Free
U0084,S946432,Landing,2025-11-19 10:00:00,Organic,2025-11,Tablet,UAE,Active,Free
U0084,S946432,Sign-up,2025-11-15 23:00:00,Organic,2025-11,Mobile,UAE,Expired,Free
U0084,S946432,Onboarding,2025-11-16 20:00:00,Organic,2025-11,Desktop,India,Active,Free
U0084,S946432,First Feature Use,2025-11-18 00:00:00,Organic,2025-11,Tablet,UK,Active,Free
U0085,S248766,Landing,2025-02-17 03:00:00,Paid,2025-02,Mobile,UK,Expired,Free
U0086,S457455,Landing,2025-06-19 00:00:00,Organic,2025-06,Tablet,Pakistan,Active,Free
U0087,S263137,Landing,2025-01-28 08:00:00,Organic,2025-01,Mobile,UAE,Active,Free
U0087,S263137,Sign-up,2025-01-30 00:00:00,Organic,2025-01,Tablet,Pakistan,Expired,Free
U0087,S263137,Onboarding,2025-01-28 07:00:00,Organic,2025-01,Desktop,UAE,Expired,Free
U0087,S263137,First Feature Use,2025-01-28 19:00:00,Organic,2025-01,Tablet,UAE,Active,Free
U0088,S331230,Landing,2025-01-30 08:00:00,Organic,2025-01,Mobile,UAE,Active,Free
U0088,S331230,Sign-up,2025-01-29 00:00:00,Organic,2025-01,Mobile,UK,Active,Free
U0088,S331230,Onboarding,2025-01-29 16:00:00,Organic,2025-01,Mobile,USA,Active,Free
U0088,S331230,First Feature Use,2025-01-31 16:00:00,Organic,2025-01,Tablet,UAE,Active,Free
U0088,S331230,Upgrade,2025-01-31 02:00:00,Organic,2025-01,Tablet,Pakistan,Expired,Free
U0089,S582087,Landing,2025-10-24 03:00:00,Referral,2025-10,Desktop,UAE,Active,Free
U0089,S582087,Sign-up,2025-10-26 06:00:00,Referral,2025-10,Tablet,UK,Expired,Free
U0089,S582087,Onboarding,2025-10-22 11:00:00,Referral,2025-10,Mobile,Pakistan,Active,Free
U0089,S582087,First Feature Use,2025-10-24 07:00:00,Referral,2025-10,Tablet,UK,Active,Free
U0089,S582087,Upgrade,2025-10-24 02:00:00,Referral,2025-10,Mobile,UAE,Active,Premium
U0090,S916964,Landing,2025-11-22 20:00:00,Organic,2025-11,Mobile,India,Active,Free
U0090,S916964,Sign-up,2025-11-21 13:00:00,Organic,2025-11,Desktop,UAE,Active,Free
U0090,S916964,Onboarding,2025-11-21 22:00:00,Organic,2025-11,Tablet,India,Active,Free
U0091,S285751,Landing,2025-09-14 16:00:00,Referral,2025-09,Tablet,USA,Expired,Free
U0091,S285751,Sign-up,2025-09-14 14:00:00,Referral,2025-09,Tablet,UAE,Active,Free
U0091,S285751,Onboarding,2025-09-12 08:00:00,Referral,2025-09,Desktop,UK,Expired,Free
U0091,S285751,First Feature Use,2025-09-13 08:00:00,Referral,2025-09,Mobile,UAE,Active,Free
U0092,S469038,Landing,2025-08-25 09:00:00,Paid,2025-08,Tablet,Pakistan,Expired,Free
U0092,S469038,Sign-up,2025-08-27 11:00:00,Paid,2025-08,,USA,Active,Free
U0092,S469038,Onboarding,2025-08-27 09:00:00,Paid,2025-08,Tablet,India,Expired,Free
U0093,S734394,Landing,2025-02-05 11:00:00,Paid,2025-02,Mobile,Pakistan,Active,Free
U0093,S734394,Sign-up,2025-02-01 05:00:00,Paid,2025-02,Desktop,UK,Expired,Free
U0094,S649525,Landing,2025-07-09 04:00:00,Paid,2025-07,Desktop,UAE,Active,Free
U0094,S649525,Sign-up,2025-07-07 18:00:00,Paid,2025-07,Desktop,USA,Expired,Free
U0094,S649525,Onboarding,2025-07-07 12:00:00,Paid,2025-07,Mobile,USA,Active,Free
U0094,S649525,First Feature Use,2025-07-07 18:00:00,Paid,2025-07,Desktop,USA,Active,Free
U0094,S649525,Upgrade,2025-07-10 21:00:00,Paid,2025-07,Mobile,UAE,Expired,Free
U0095,S723945,Landing,2025-06-11 17:00:00,Paid,2025-06,Tablet,USA,Active,Free
U0095,S723945,Sign-up,2025-06-11 10:00:00,Paid,2025-06,Tablet,UK,Expired,Free
U0095,S723945,Onboarding,2025-06-08 02:00:00,Paid,2025-06,Mobile,UAE,Active,Free
U0095,S723945,First Feature Use,2025-06-09 03:00:00,Paid,2025-06,Mobile,UK,Active,Free
U0095,S723945,Upgrade,2025-06-09 04:00:00,Paid,2025-06,Desktop,India,Active,Premium
U0096,S985447,Landing,2025-10-08 17:00:00,Paid,2025-10,Tablet,Pakistan,Expired,Free
U0097,S903531,Landing,2025-07-16 19:00:00,Paid,2025-07,Desktop,UK,Active,Free
U0097,S903531,Sign-up,2025-07-14 04:00:00,Paid,2025-07,Mobile,India,Expired,Free
U0097,S903531,Onboarding,2025-07-15 06:00:00,Paid,2025-07,Mobile,UK,Active,Free
U0097,S903531,First Feature Use,2025-07-14 20:00:00,Paid,2025-07,Desktop,UAE,Expired,Free
U0098,S975679,Landing,2025-10-22 11:00:00,Organic,2025-10,Mobile,UK,Expired,Free
U0099,S269930,Landing,2025-03-12 06:00:00,Referral,2025-03,Tablet,UK,Expired,Free
U0100,S681478,Landing,2025-09-23 12:00:00,Referral,2025-09,Desktop,India,Expired,Free
U0101,S571145,Landing,2025-08-16 08:00:00,Referral,2025-08,Mobile,UAE,Active,Free
U0101,S571145,Sign-up,2025-08-14 05:00:00,Referral,2025-08,Desktop,UK,Expired,Free
U0102,S347231,Landing,2025-07-12 18:00:00,Organic,2025-07,Desktop,India,Active,Free
U0102,S347231,Sign-up,2025-07-12 12:00:00,Organic,2025-07,Mobile,India,Expired,Free
U0102,S347231,Onboarding,2025-07-13 09:00:00,Organic,2025-07,Tablet,Pakistan,Active,Free
U0102,S347231,First Feature Use,2025-07-11 02:00:00,Organic,2025-07,Mobile,India,Active,Free
